"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"03/01/2017","180030002","1","0.038","ppm","35","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/02/2017","180030002","1","0.04","ppm","37","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/03/2017","180030002","1","0.044","ppm","41","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/04/2017","180030002","1","0.037","ppm","34","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/05/2017","180030002","1","0.041","ppm","38","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/06/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/07/2017","180030002","1","0.041","ppm","38","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/08/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/09/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/10/2017","180030002","1","0.041","ppm","38","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/11/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/12/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/13/2017","180030002","1","0.037","ppm","34","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/14/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/15/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/16/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/17/2017","180030002","1","0.032","ppm","30","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/18/2017","180030002","1","0.023","ppm","21","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/19/2017","180030002","1","0.034","ppm","31","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/20/2017","180030002","1","0.033","ppm","31","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/21/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/22/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/23/2017","180030002","1","0.04","ppm","37","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/24/2017","180030002","1","0.054","ppm","50","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/25/2017","180030002","1","0.031","ppm","29","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/26/2017","180030002","1","0.037","ppm","34","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/27/2017","180030002","1","0.035","ppm","32","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/28/2017","180030002","1","0.028","ppm","26","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/29/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/30/2017","180030002","1","0.03","ppm","28","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"03/31/2017","180030002","1","0.034","ppm","31","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/01/2017","180030002","1","0.047","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/02/2017","180030002","1","0.047","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/03/2017","180030002","1","0.038","ppm","35","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/04/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/05/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/06/2017","180030002","1","0.037","ppm","34","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/07/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/08/2017","180030002","1","0.054","ppm","50","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/09/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/10/2017","180030002","1","0.052","ppm","48","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/11/2017","180030002","1","0.031","ppm","29","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/12/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/13/2017","180030002","1","0.038","ppm","35","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/14/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/15/2017","180030002","1","0.056","ppm","54","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/16/2017","180030002","1","0.053","ppm","49","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/17/2017","180030002","1","0.052","ppm","48","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/18/2017","180030002","1","0.055","ppm","51","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/19/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/20/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/21/2017","180030002","1","0.034","ppm","31","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/22/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/23/2017","180030002","1","0.051","ppm","47","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/24/2017","180030002","1","0.055","ppm","51","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/25/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/26/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/27/2017","180030002","1","0.036","ppm","33","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/28/2017","180030002","1","0.028","ppm","26","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/29/2017","180030002","1","0.034","ppm","31","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"04/30/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/01/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/02/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/03/2017","180030002","1","0.044","ppm","41","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/04/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/05/2017","180030002","1","0.047","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/06/2017","180030002","1","0.04","ppm","37","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/07/2017","180030002","1","0.052","ppm","48","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/08/2017","180030002","1","0.051","ppm","47","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/09/2017","180030002","1","0.04","ppm","37","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/10/2017","180030002","1","0.054","ppm","50","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/11/2017","180030002","1","0.05","ppm","46","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/12/2017","180030002","1","0.05","ppm","46","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/13/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/14/2017","180030002","1","0.059","ppm","64","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/15/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/16/2017","180030002","1","0.068","ppm","93","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/17/2017","180030002","1","0.06","ppm","67","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/18/2017","180030002","1","0.053","ppm","49","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/19/2017","180030002","1","0.023","ppm","21","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/20/2017","180030002","1","0.028","ppm","26","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/21/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/22/2017","180030002","1","0.053","ppm","49","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/23/2017","180030002","1","0.059","ppm","64","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/24/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/25/2017","180030002","1","0.035","ppm","32","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/26/2017","180030002","1","0.048","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/27/2017","180030002","1","0.05","ppm","46","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/28/2017","180030002","1","0.044","ppm","41","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/29/2017","180030002","1","0.048","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"05/30/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/01/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/02/2017","180030002","1","0.051","ppm","47","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/03/2017","180030002","1","0.07","ppm","100","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/04/2017","180030002","1","0.055","ppm","51","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/05/2017","180030002","1","0.054","ppm","50","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/06/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/07/2017","180030002","1","0.049","ppm","45","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/08/2017","180030002","1","0.051","ppm","47","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/09/2017","180030002","1","0.06","ppm","67","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/10/2017","180030002","1","0.072","ppm","105","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/11/2017","180030002","1","0.064","ppm","80","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/12/2017","180030002","1","0.056","ppm","54","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/13/2017","180030002","1","0.053","ppm","49","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/14/2017","180030002","1","0.047","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/15/2017","180030002","1","0.057","ppm","58","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/16/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/17/2017","180030002","1","0.059","ppm","64","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/18/2017","180030002","1","0.05","ppm","46","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/19/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/20/2017","180030002","1","0.049","ppm","45","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/21/2017","180030002","1","0.061","ppm","71","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/22/2017","180030002","1","0.038","ppm","35","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/23/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/24/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/25/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/26/2017","180030002","1","0.039","ppm","36","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/27/2017","180030002","1","0.041","ppm","38","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/28/2017","180030002","1","0.06","ppm","67","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/29/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"06/30/2017","180030002","1","0.044","ppm","41","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/01/2017","180030002","1","0.052","ppm","48","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/02/2017","180030002","1","0.048","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/03/2017","180030002","1","0.052","ppm","48","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/04/2017","180030002","1","0.048","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/05/2017","180030002","1","0.055","ppm","51","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/06/2017","180030002","1","0.058","ppm","61","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/07/2017","180030002","1","0.047","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/08/2017","180030002","1","0.038","ppm","35","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/09/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/10/2017","180030002","1","0.042","ppm","39","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/11/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/12/2017","180030002","1","0.045","ppm","42","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/13/2017","180030002","1","0.044","ppm","41","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/14/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/15/2017","180030002","1","0.036","ppm","33","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/16/2017","180030002","1","0.046","ppm","43","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/17/2017","180030002","1","0.049","ppm","45","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/18/2017","180030002","1","0.061","ppm","71","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/19/2017","180030002","1","0.055","ppm","51","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/20/2017","180030002","1","0.043","ppm","40","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/21/2017","180030002","1","0.061","ppm","71","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/22/2017","180030002","1","0.051","ppm","47","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/23/2017","180030002","1","0.049","ppm","45","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/24/2017","180030002","1","0.033","ppm","31","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/25/2017","180030002","1","0.047","ppm","44","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/26/2017","180030002","1","0.054","ppm","50","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/27/2017","180030002","1","0.049","ppm","45","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/28/2017","180030002","1","0.035","ppm","32","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/29/2017","180030002","1","0.038","ppm","35","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"07/30/2017","180030002","1","0.03","ppm","28","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.2214176","-85.0168207"
"01/01/2017","180030004","1","0.027","ppm","25","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/02/2017","180030004","1","0.012","ppm","11","13","76.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/04/2017","180030004","1","0.03","ppm","28","13","76.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/05/2017","180030004","1","0.023","ppm","21","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/06/2017","180030004","1","0.025","ppm","23","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/07/2017","180030004","1","0.028","ppm","26","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/08/2017","180030004","1","0.029","ppm","27","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/09/2017","180030004","1","0.025","ppm","23","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/10/2017","180030004","1","0.031","ppm","29","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/11/2017","180030004","1","0.023","ppm","21","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/12/2017","180030004","1","0.029","ppm","27","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/13/2017","180030004","1","0.032","ppm","30","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/14/2017","180030004","1","0.023","ppm","21","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/15/2017","180030004","1","0.02","ppm","19","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/16/2017","180030004","1","0.004","ppm","4","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/17/2017","180030004","1","0.016","ppm","15","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/18/2017","180030004","1","0.026","ppm","24","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/19/2017","180030004","1","0.021","ppm","19","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/20/2017","180030004","1","0.012","ppm","11","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/21/2017","180030004","1","0.026","ppm","24","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
"01/22/2017","180030004","1","0.022","ppm","20","17","100.0000","44201","Ozone","23060","Fort Wayne, IN","18","Indiana","003","Allen","41.094965496","-85.101816308"
