"Date","AQS_SITE_ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"06/11/2017","270750005","1","0.049","ppm","45","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/12/2017","270750005","1","0.038","ppm","35","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/14/2017","270750005","1","0.038","ppm","35","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/15/2017","270750005","1","0.039","ppm","36","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/16/2017","270750005","1","0.04","ppm","37","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/17/2017","270750005","1","0.032","ppm","30","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/18/2017","270750005","1","0.011","ppm","10","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/19/2017","270750005","1","0.02","ppm","19","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/20/2017","270750005","1","0.02","ppm","19","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/21/2017","270750005","1","0.031","ppm","29","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/22/2017","270750005","1","0.044","ppm","41","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/23/2017","270750005","1","0.026","ppm","24","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/24/2017","270750005","1","0.019","ppm","18","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/26/2017","270750005","1","0.026","ppm","24","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/27/2017","270750005","1","0.037","ppm","34","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/28/2017","270750005","1","0.032","ppm","30","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"06/29/2017","270750005","1","0.025","ppm","23","17","100.0000","44201","Ozone","","","27","Minnesota","075","Lake","47.948622","-91.495574"
"03/01/2017","270834210","1","0.036","ppm","33","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/02/2017","270834210","1","0.035","ppm","32","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/03/2017","270834210","1","0.035","ppm","32","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/04/2017","270834210","1","0.033","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/05/2017","270834210","1","0.032","ppm","30","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/06/2017","270834210","1","0.033","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/07/2017","270834210","1","0.041","ppm","38","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/08/2017","270834210","1","0.04","ppm","37","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/09/2017","270834210","1","0.036","ppm","33","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/10/2017","270834210","1","0.033","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/11/2017","270834210","1","0.036","ppm","33","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/12/2017","270834210","1","0.036","ppm","33","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/13/2017","270834210","1","0.044","ppm","41","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/14/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/15/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/16/2017","270834210","1","0.041","ppm","38","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/17/2017","270834210","1","0.038","ppm","35","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/18/2017","270834210","1","0.037","ppm","34","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/19/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/20/2017","270834210","1","0.034","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/21/2017","270834210","1","0.037","ppm","34","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/22/2017","270834210","1","0.031","ppm","29","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/23/2017","270834210","1","0.029","ppm","27","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/24/2017","270834210","1","0.023","ppm","21","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/25/2017","270834210","1","0.032","ppm","30","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/26/2017","270834210","1","0.025","ppm","23","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/27/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/28/2017","270834210","1","0.047","ppm","44","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/29/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/30/2017","270834210","1","0.037","ppm","34","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/31/2017","270834210","1","0.05","ppm","46","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/01/2017","270834210","1","0.049","ppm","45","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/02/2017","270834210","1","0.039","ppm","36","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/03/2017","270834210","1","0.024","ppm","22","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/04/2017","270834210","1","0.044","ppm","41","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/05/2017","270834210","1","0.04","ppm","37","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/06/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/07/2017","270834210","1","0.047","ppm","44","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/08/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/09/2017","270834210","1","0.037","ppm","34","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/10/2017","270834210","1","0.018","ppm","17","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/11/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/12/2017","270834210","1","0.024","ppm","22","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/13/2017","270834210","1","0.029","ppm","27","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/14/2017","270834210","1","0.039","ppm","36","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/15/2017","270834210","1","0.032","ppm","30","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/16/2017","270834210","1","0.044","ppm","41","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/17/2017","270834210","1","0.04","ppm","37","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/18/2017","270834210","1","0.031","ppm","29","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/19/2017","270834210","1","0.031","ppm","29","14","82.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/20/2017","270834210","1","0.039","ppm","36","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/21/2017","270834210","1","0.041","ppm","38","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/22/2017","270834210","1","0.05","ppm","46","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/23/2017","270834210","1","0.053","ppm","49","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/24/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/25/2017","270834210","1","0.017","ppm","16","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/26/2017","270834210","1","0.032","ppm","30","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/27/2017","270834210","1","0.042","ppm","39","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/28/2017","270834210","1","0.052","ppm","48","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/29/2017","270834210","1","0.05","ppm","46","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"04/30/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/01/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/02/2017","270834210","1","0.048","ppm","44","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/03/2017","270834210","1","0.044","ppm","41","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/04/2017","270834210","1","0.049","ppm","45","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/05/2017","270834210","1","0.053","ppm","49","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/06/2017","270834210","1","0.058","ppm","61","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/07/2017","270834210","1","0.058","ppm","61","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/08/2017","270834210","1","0.055","ppm","51","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/09/2017","270834210","1","0.041","ppm","38","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/10/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/11/2017","270834210","1","0.051","ppm","47","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/12/2017","270834210","1","0.051","ppm","47","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/13/2017","270834210","1","0.059","ppm","64","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/14/2017","270834210","1","0.058","ppm","61","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/15/2017","270834210","1","0.045","ppm","42","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/16/2017","270834210","1","0.057","ppm","58","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/17/2017","270834210","1","0.036","ppm","33","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/18/2017","270834210","1","0.026","ppm","24","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/19/2017","270834210","1","0.037","ppm","34","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/20/2017","270834210","1","0.034","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/21/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/22/2017","270834210","1","0.047","ppm","44","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/23/2017","270834210","1","0.031","ppm","29","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/24/2017","270834210","1","0.038","ppm","35","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/25/2017","270834210","1","0.044","ppm","41","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/26/2017","270834210","1","0.045","ppm","42","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/27/2017","270834210","1","0.039","ppm","36","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/28/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/29/2017","270834210","1","0.033","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/30/2017","270834210","1","0.033","ppm","31","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"05/31/2017","270834210","1","0.046","ppm","43","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/01/2017","270834210","1","0.059","ppm","64","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/02/2017","270834210","1","0.061","ppm","71","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/03/2017","270834210","1","0.055","ppm","51","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/04/2017","270834210","1","0.063","ppm","77","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/05/2017","270834210","1","0.058","ppm","61","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/06/2017","270834210","1","0.062","ppm","74","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/07/2017","270834210","1","0.062","ppm","74","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/08/2017","270834210","1","0.065","ppm","84","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/09/2017","270834210","1","0.064","ppm","80","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/10/2017","270834210","1","0.057","ppm","58","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/11/2017","270834210","1","0.042","ppm","39","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/12/2017","270834210","1","0.05","ppm","46","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/13/2017","270834210","1","0.054","ppm","50","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/14/2017","270834210","1","0.048","ppm","44","14","82.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/15/2017","270834210","1","0.049","ppm","45","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/16/2017","270834210","1","0.049","ppm","45","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/17/2017","270834210","1","0.037","ppm","34","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/18/2017","270834210","1","0.036","ppm","33","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/19/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/20/2017","270834210","1","0.05","ppm","46","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/21/2017","270834210","1","0.05","ppm","46","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/22/2017","270834210","1","0.043","ppm","40","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/23/2017","270834210","1","0.027","ppm","25","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/24/2017","270834210","1","0.029","ppm","27","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/25/2017","270834210","1","0.032","ppm","30","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/26/2017","270834210","1","0.035","ppm","32","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/27/2017","270834210","1","0.048","ppm","44","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/28/2017","270834210","1","0.049","ppm","45","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"06/29/2017","270834210","1","0.042","ppm","39","17","100.0000","44201","Ozone","32140","Marshall, MN","27","Minnesota","083","Lyon","44.4438000009431","-95.81789"
"03/01/2017","270953051","1","0.038","ppm","35","13","76.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/02/2017","270953051","1","0.041","ppm","38","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/04/2017","270953051","1","0.042","ppm","39","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/05/2017","270953051","1","0.035","ppm","32","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/06/2017","270953051","1","0.026","ppm","24","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/08/2017","270953051","1","0.039","ppm","36","13","76.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/10/2017","270953051","1","0.037","ppm","34","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/11/2017","270953051","1","0.034","ppm","31","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/12/2017","270953051","1","0.035","ppm","32","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/13/2017","270953051","1","0.04","ppm","37","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/14/2017","270953051","1","0.039","ppm","36","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/15/2017","270953051","1","0.043","ppm","40","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/16/2017","270953051","1","0.044","ppm","41","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/17/2017","270953051","1","0.032","ppm","30","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/18/2017","270953051","1","0.033","ppm","31","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/19/2017","270953051","1","0.035","ppm","32","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/20/2017","270953051","1","0.043","ppm","40","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/21/2017","270953051","1","0.039","ppm","36","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/22/2017","270953051","1","0.041","ppm","38","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/23/2017","270953051","1","0.031","ppm","29","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/24/2017","270953051","1","0.025","ppm","23","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/25/2017","270953051","1","0.033","ppm","31","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/26/2017","270953051","1","0.025","ppm","23","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/27/2017","270953051","1","0.036","ppm","33","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/28/2017","270953051","1","0.043","ppm","40","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/29/2017","270953051","1","0.033","ppm","31","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/30/2017","270953051","1","0.042","ppm","39","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"03/31/2017","270953051","1","0.047","ppm","44","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
"04/01/2017","270953051","1","0.043","ppm","40","17","100.0000","44201","Ozone","33460","Minneapolis-St. Paul-Bloomington, MN-WI","27","Minnesota","095","Mille Lacs","46.2053000009423","-93.75945"
